agency_code,agency_name,agency_address,agency_contact_peple,agency_phone,agency_certify,agency_gov,agency_doc,agency_starttime,agency_boss,agency_asset,agency_structrue,agency_accountor,agency_child,agency_partner,agency_cpa,agency_stuff,agency_totalcpa,agency_totalstuff
34120184,铜陵东方会计师事务所(普通合伙）,铜陵市铜井西路联盟大厦三楼,顾青,0562-2882767,34120184,安徽省财政厅,财会[2004]108号,2004-02-27,阮卫兵,50.0,普通合伙,阮卫兵,0,2,6,14,6,14
34120183,安徽阳光会计师事务所,皖铜陵市石城路19号,梅凯,0562-2822567,34120183,安徽省财政厅,财会［2003］921号,2019-07-21,梅凯,50.0,普通合伙,梅凯,0,2,5,9,5,9
34120180,铜陵永昌会计师事务所,安徽省铜陵县南湖路工商大楼二楼,陆浩,0562-8811707,34120180,安徽省财政厅,财会协字[1999]1430,1999-12-29,陆浩,100.0,有限责任,陆浩,0,5,7,14,7,14
34110075,安徽淮信会计师事务所,淮北市淮海路169号,付洪华,0561-3022886,34110075,安徽省财政厅,财会协字[1999]1197号,1999-12-01,魏全民,116.0,有限责任,魏全民,0,6,18,9,18,9
34130080,庐江中信会计师事务所,安徽省庐江县庐城镇越城北路76号（康乔商务楼第十层）,孙明霞,0551-87322733,34130080,安徽省财政厅,财会协字[1999]1213号,1999-12-03,孙明霞,105.0,有限责任,孙明霞,0,7,7,18,7,18
34110007,天长市华云会计师事务所（普通合伙）,天长市石梁东路26号,俞家云,13956298155,34110007,安徽财政局/厅,财会[2011]93号,2011-01-28,俞家云,60.0,普通合伙,俞家云,0,2,2,2,2,2
34120188,安徽天之目会计师事务所（普通合伙）,安徽省阜阳市颍州区人民西路港利绿园小区2#楼2单位403房,张卫峰,13866224631,34120188,安徽财政局/厅,财会[2018]1542号,2018-12-12,张卫峰,500.0,普通合伙,张卫峰,0,0,3,0,3,0
34120187,安徽清泰会计师事务所（普通合伙）,阜阳市颍州区清河办事处淮河路2008号海亮.华府5#商业楼412室,钟声,0558-7153906,34120187,安徽财政局/厅,财会[2016]2130号,2016-12-28,赵文革,50.0,普通合伙,赵文革,0,2,4,12,4,12
34130002,安徽省一一会计师事务所,安徽省宿州市泗县泗城镇广电局宿舍一单元301室,桑亚,13905679020,34130002,安徽省财政厅,财会[2007]1073,2007-10-12,桑亚,50.0,普通合伙,桑亚,0,2,2,7,2,7
34110005,安徽宏庆会计师事务所(普通合伙),安徽省滁州市定远路385号学府名苑1幢商业单元4楼411室（康乐花园对面）,邓庆荣,13705503345,34110005,安徽财政局/厅,财会[2010]54号,2010-01-15,邓庆荣,30.0,普通合伙,邓庆荣,0,2,3,11,3,11
34120185,铜陵金健会计师事务所,安徽省铜陵市铜商品市场侧二楼金健会计师事务所,邱立梅,0562-5818658,34120185,安徽省财政厅,财会[2006]1591号,2006-12-22,姚珍生,20.0,普通合伙,姚珍生,0,2,12,11,12,11
34130005,砀山梨郡会计师事务所(普通合伙),砀山县砀城镇梨都明珠小区北门东第七间门面房,陈秋玲,0557-8881188,34130005,安徽财政局/厅,财会[2012]292号,2012-03-07,陈秋玲,10.0,普通合伙,陈秋玲,0,2,3,6,3,6
34110006,滁州欧立特会计师事务所（普通合伙）,滁州市丰乐大道475号（财富国际）公寓式办公511室,高琨,0550-3114117,34110006,安徽财政局/厅,财会[2010]2269号,2010-12-28,陈兴,10.0,普通合伙,陈兴,0,2,5,8,5,8
34110002,滁州时中会计师事务所,安徽省滁州市龙蟠大道188号亚东新城国际大厦1010室,王晓时,0550-3030534,34110002,安徽省财政厅,财会[2007]1473,2007-12-14,王晓时,10.0,普通合伙,王晓时,0,2,3,3,3,3
34100187,来安守信会计师事务所（普通合伙）,来安县永阳西路天腾商住楼204室,徐壮照,0550-5613046,34100187,安徽省财政厅,财会协[2002]101号,0012-11-04,徐壮照,10.0,普通合伙,徐壮照,0,3,4,12,4,12
34100189,安徽明都会计师事务所（普通合伙）,安徽省凤阳县府城镇长安街金都壹號1288-4,李淮琴,0550-6722146,34100189,安徽省财政厅,财会[2006]1377,2006-11-24,赵林,60.0,普通合伙,赵林,0,2,6,14,6,14
34130004,安徽辰星会计师事务所(普通合伙),宿州市灵璧县钟灵大道北侧奥泰克中央公馆17幢501号,解红岩,13721255331,34130004,安徽财政局/厅,财会[2011]1039号,2011-07-15,邵明松,0.0,普通合伙,邵明松,0,2,5,10,5,10
34100185,定远中远会计师事务所,定远县曲阳路北段供电局对面,徐向阳,0550-4034038-,34100185,安徽省财政厅,财会协字[2000]054号,2000-07-27,穆莉莉,10.0,普通合伙,穆莉莉,0,2,5,27,5,27
34100003,黄山昊旺会计师事务所,黄山市屯溪区安东路123号清和丽庭5幢228,方恒平,0559-2127896,34100003,安徽财政局/厅,财会[2009]1486号,2009-11-13,方恒平,30.0,普通合伙,方恒平,0,2,2,4,2,4
34100176,安徽天华会计师事务所,天长市石梁东路28号,卜兴亚,13909600024,34100176,安徽省财政厅,财会协字[2001]8号,2001-02-28,肖斌,56.0,有限责任,肖斌,0,7,14,21,14,21
34100188,滁州恒立信会计师事务所（普通合伙）,滁州市香港城2幢406室,童有宝,0550-3045078,34100188,安徽省财政厅,财会［2006］85号,2006-02-10,童有宝,9.0,普通合伙,童有宝,0,5,5,8,5,8
34100004,安徽华徽会计师事务所,黄山市屯溪区阜上路40号杭徽园5幢1单元401室,朱少伟,13805597569,34100004,安徽财政局/厅,财会[2009]1909号,2009-12-23,朱少伟,3.0,普通合伙,朱少伟,0,2,3,11,3,11
34100005,安徽卓勤会计师事务所（普通合伙）,黄山市屯溪区新园东路35号世贸绿洲30幢A703、A704号,章慧,0559-2317968,34100005,安徽财政局/厅,财会[2010]1499号,2010-10-11,谢剑晖,50.0,普通合伙,谢剑晖,0,2,8,17,8,17
34100002,黄山徽源会计师事务所（普通合伙）,黄山市歙县徽城镇百花路金泰广场A座5002号,张剑云,0559-6521103,34100002,安徽财政局/厅,财会【2009】668号,2009-06-22,张剑云,10.0,普通合伙,张剑云,0,2,5,11,5,11
34120007,安徽公泰会计师事务所（普通合伙）,安徽省合肥市高新区红枫路19号柏岭大厦办1713室,许倩倩,15005584718,34120007,安徽财政局/厅,财会[2010]2308号,2019-07-21,郭建伟,50.0,普通合伙,郭建伟,0,2,5,7,5,7
34120004,阜阳欣泰会计师事务所,阜阳经济技术开发区依心明园商业街305（B107）号,赵爱华,0558-2170165,34120004,安徽财政局/厅,财会[2008]941号,2019-07-21,魏春和,40.0,普通合伙,魏春和,0,2,3,5,3,5
34090163,黄山佳华会计师事务所,黄山市屯溪区前园南路44号三楼,吴卫国,0559-2535885,34090163,安徽省财政厅,财会［2005］1303号,2005-12-15,吴卫国,10.0,普通合伙,吴卫国,0,2,7,7,7,7
34120008,安徽华禧会计师事务所（普通合伙）,安徽省阜阳市世纪名门秋萍苑3号楼107室,任学刚,13305587889,34120008,安徽财政局/厅,财会[2011]155号,2011-02-17,张明华,100.0,普通合伙,张明华,0,2,2,3,2,3
34120006,安徽欣阳会计师事务所,阜阳市颍州中路194号,武士德,0558-2234233,34120006,安徽财政局/厅,财会[2009]39号,2009-01-15,韦彦平,51.6,普通合伙,韦彦平,0,3,8,18,8,18
34110151,滁州中衡会计师事务所（普通合伙）,安徽省滁州开发区丰乐大道1899号（长江商贸城B区）3幢401-1室,曹鸿泉,0550-3315820，13855005916,34110151,安徽财政局/厅,皖财会[2016]1748号,2016-11-21,曹鸿泉,10.0,普通合伙,曹鸿泉,0,0,6,3,6,3
34120003,太和县和泰会计师事务所,安徽省太和县人民中路119号,宫俊岭,0558-8627596,34120003,安徽财政局/厅,财会[2008]811号,2008-07-31,宫俊岭,40.0,普通合伙,宫俊岭,0,2,5,3,5,3
34110152,全椒正达会计师事务所（普通合伙）,安徽省滁州市全椒县襄河镇吴敬梓路273号,高学华,0550-5011961,34110152,安徽财政局/厅,财会[2018]350号,2018-04-13,高学华,30.0,普通合伙,高学华,0,0,2,5,2,5
34120005,安徽财审会计师事务所,颍上县慎城镇顺河路审计局4楼,凌李,13866250825,34120005,安徽财政局/厅,财会【2008】1457号,2008-11-25,龚学林,50.0,普通合伙,龚学林,0,2,3,10,3,10
34120002,安徽杰信会计师事务所,界首市财政局二楼,于养勤,0558-4813472,34120002,安徽财政局/厅,财会[2008]374,2008-04-25,杨杰,25.0,普通合伙,杨杰,0,2,7,14,7,14
34110083,安徽世诚会计师事务所,安徽省淮北市相山北路60-7号财体楼三楼,葛孝云,0561-3026311,34110083,安徽省财政厅,财会协字（99）1231号,1999-12-06,蒋相甫,50.0,有限责任,蒋相甫,0,5,17,23,17,23
34110150,安徽华亚会计师事务所,淮北市孟山北路36号六楼,刘孟侠,13605616199,34110150,安徽省财政厅,财会［2006］648号,2006-07-06,刘孟侠,50.0,普通合伙,刘孟侠,0,2,9,8,9,8
34110149,淮北毅诚会计师事务所,淮北市相山区古城路62号相王国际购物广场商住楼1幢2703,孙艳,0561-5206655,34110149,安徽省财政厅,财会［2006］398号,2006-05-09,孙少群,30.0,普通合伙,孙少群,0,2,6,9,6,9
35010015,福建德健会计师事务所有限公司,福州市晋安区岳峰镇竹屿路289号融侨悦城18座105室,李丹,0591-87611704，13489972286,35010015,会计处,闽财会[2007]66号,2007-12-21,陈辉,100.0,有限责任,陈辉,0,4,24,11,24,11
34110148,安徽恒正会计师事务所,淮北市相山区人民路138号渠沟镇政府综合楼新城国际1幢0904号,梁永红,0561-3196921,34110148,安徽省财政厅,财会协字[1999]1343号,1999-12-15,梁永红,50.0,普通合伙,梁永红,0,3,3,27,3,27
35010010,福建省建友会计师事务所有限公司,福州市鼓楼区华林路155号新华兴大厦A栋21层,王晓萍,0591-88319851，13950321772,35010010,福建省财政厅,闽财会协(99)294号,1999-12-28,凌茂书,100.0,有限责任,凌茂书,0,5,11,9,11,9
35010016,福建大正会计师事务所有限公司,福建省福州市鼓楼区北环中路2号屏山苑A区1404单元,王伙英,0591-87818897,35010016,福建省财政厅,闽财会协(99)380号,1999-12-31,王伙英,50.0,有限责任,王伙英,0,5,14,11,14,11
35010011,福建闽才会计师事务所有限公司,福建省福州市鼓楼区鼓屏路192号山海大厦13层04单元,谢增丽,0591-87548240,35010011,福建省财政厅,闽财会协(99)377号,1999-12-31,谢增丽,100.0,有限责任,谢增丽,0,5,20,18,20,18
35010008,福建立信会计师事务所有限公司,福州市鼓屏路192号山海大厦15层,林赛春,0591-87824652,35010008,福建省财政厅,闽财会协(99)242号,1999-12-28,林赛春,110.0,有限责任,林赛春,0,5,19,28,19,28
34170002,池州新鼎会计师事务所,池州市金汇广场515室,费新生,0566-2021696,34170002,安徽省财政厅,财会［２００７］１２８５,2007-11-12,费新生,50.0,普通合伙,费新生,0,2,5,4,5,4
34160188,安徽恒健会计师事务所,安庆市经济开发区香樟里·那水岸1栋1702室,汪艳,13855615998,34160188,安徽财政厅,财会［2006］1531号,2019-07-21,汪艳,100.0,普通合伙,汪艳,0,2,8,14,8,14
34160187,安庆金惟信会计师事务所,安庆市迎江区皖江大道迎江世纪城启肮社1幢716室,徐金龙,0556-5523321,34160187,安徽省财政厅,财会[2007]893,2007-08-01,徐金龙,5.0,普通合伙,徐金龙,0,2,5,11,5,11
34160186,安庆昌德会计师事务所(普通合伙）,安庆市迎江区吾悦广场LOFT写字楼B1幢1605室,王贵教,13909661870,34160186,安徽省财政厅,财会［2006］650号,2006-07-04,王贵教,10.0,普通合伙,王贵教,0,3,9,11,9,11
34160184,安徽中宁信会计师事务所,怀宁县高河镇稼先路德琳商厦4楼,程北贵,0556-4618708,34160184,安徽省财政厅,财会［2005］1081号,2005-11-07,陈同贵,10.0,普通合伙,陈同贵,0,2,3,4,3,4
35010005,福建弘审会计师事务所有限公司,福州市仓山区金山街道浦上大道216号福州仓山万达广场C区C3号楼22层,陈昭晖,0591-38120655,35010005,福建省财政厅,闽财会协(1999)354号,1999-12-31,陈昭晖,200.0,有限责任,陈昭晖,0,5,5,6,5,6
34160183,桐城中星会计师事务所,桐城市和平路60号,胡汝久,0556-6122022,34160183,安徽省财政厅,财会［2005］1010号,2005-10-25,胡汝久,30.0,普通合伙,胡汝久,0,2,6,14,6,14
35010012,福建国龙有限责任会计师事务所,福州市鼓楼区东大路92号华源大厦15层02室,叶榕,0591-87551047，13959183208,35010012,福建省财政厅,闽财会协(99)245号,2019-07-21,檀少雄,50.0,有限责任,檀少雄,0,5,10,9,10,9
34180007,安徽新南方会计师事务所有限公司,安徽省宁国市宁城北路南方大楼,张翼球,0563-4112618,34180007,安徽财政局/厅,财会〔2017〕1740号,2017-12-14,韩家良,100.0,有限责任,韩家良,0,0,18,23,18,23
34160181,枞阳长江会计师事务所,安徽省铜陵市枞阳县枞阳镇浮山路,程既云,0562-3213242-,34160181,安徽省财政厅,财会协[2002]107号,2002-12-28,程既云,10.0,普通合伙,程既云,0,2,3,7,3,7
34160182,安徽中烨会计师事务所,桐城市同康路自来水二水厂三楼,束仁东,0556-6128091,34160182,安徽省财政厅,财会［2005］1009号,2005-10-25,汪张强,10.0,普通合伙,汪张强,0,3,3,8,3,8
34180006,安徽宣宁会计师事务所(普通合伙),安徽省宣城经济技术开发区水阳江大道以北、创业路以东（公寓式酒店）3101室,洪家旺,13856331709,34180006,安徽财政局/厅,财会[2011]1340号,2011-08-30,周盖民,50.0,普通合伙,周盖民,0,2,7,8,7,8
35010003,中税网天运（福建）会计师事务所有限公司,福建省福州市鼓楼区鼓屏路192号山海大厦北区10层中税网,赵惠芳,0591-87336682，13509396053,35010003,福建省财政厅,闽财会［2007］11号,2007-03-02,孙颂维,1000.0,有限责任,孙颂维,0,5,9,12,9,12
34160143,安徽中诚会计师事务所,太湖县熙湖路审计大楼,徐学贤,0556-4164170,34160143,安徽省财政厅,财会协字（1999）1338,1999-12-15,徐学贤,50.0,有限责任,徐学贤,0,5,9,21,9,21
35010001,福建华兴会计师事务所（特殊普通合伙）,福州市湖东路152号中山大厦B座7-9层,胡旭斌,0591-87858259,35010001,福建省财政厅,闽财会[2013]46号,2013-11-29,林宝明,1000.0,特殊合伙,林宝明,8,28,116,192,214,281
34170004,安徽天弈会计师事务所(普通合伙）,东至县尧渡镇东流路商业步行街9-3024室,章晖,0566-7017676,34170004,安徽省财政厅,财会[2011]1877号,2011-11-07,章晖,100.0,普通合伙,章晖,0,2,3,6,3,6
34160180,望江鑫苑会计师事务所（普通合伙）,望江县华阳镇回龙西路49号,虞毅群,0556-7183837,34160180,安徽省财政厅,财会协[2001]16号,2001-03-19,虞毅群,50.0,普通合伙,虞毅群,0,2,4,18,4,18
34160128,安徽信德会计师事务所有限公司,安庆市纺织南路19号,盛锦萍,0556-5576088,34160128,安徽省财政厅,财会协字（1999）1310号,1999-12-13,胡孝武,500.0,有限责任,胡孝武,0,5,11,12,11,12
34160015,安庆新兴会计师事务所,安庆市湖心北路1号迎湖大厦附楼,章太宁,0556-5356942,34160015,安徽省财政厅,财会协字[1999]906号,1970-10-28,章太宁,50.0,有限责任,章太宁,0,6,7,14,7,14
34160155,安徽天民健会计师事务所有限公司,安徽省潜山县梅城镇潜阳路68号,郑武胜,0556-8921425,34160155,安徽省财政厅,财会协字[1999]1362号,1999-12-16,金国祥,500.0,有限责任,金国祥,0,5,5,4,5,4
34160034,安庆誉诚会计师事务所,安庆市菱湖北路56号,詹妩,0556-5323562,34160034,安徽省财政厅,财会协字[1999]1046号,1999-11-08,吴鸣凤,50.0,有限责任,吴鸣凤,0,5,6,4,6,4
34150156,池州九华会计师事务所,青阳县蓉城镇青山阁商住楼7幢206号,刘秀琴,0566-5021773,34150156,安徽省财政厅,财会协[2001]121号,2001-11-02,刘秀琴,10.0,普通合伙,刘秀琴,0,2,4,12,4,12
34160004,安徽诚信会计师事务所,安庆市顺安路迎江世纪城绿地新都会蓝海2幢815室,夏军,0556-5534258,34160004,安徽省财政厅,财会协字[1999]239号,1999-03-17,吴跃东,53.9,有限责任,吴跃东,0,5,11,12,11,12
34160112,岳西华岳会计师事务所,安徽省岳西县天堂镇前进北路27号,程丽华,0556-2172639-,34160112,安徽省财政厅,财会协字[1999]1288号,1999-12-10,方元文,50.0,有限责任,方元文,0,5,6,21,6,21
34150157,安徽金中信会计师事务所,池州市贵池区秋浦东路75号科技馆北侧,程顺霞,0566-5260766,34150157,安徽省财政厅,皖财会［2005］564号,2005-07-19,程顺霞,30.0,普通合伙,程顺霞,0,2,2,3,2,3
34150158,六安信华会计师事务所（普通合伙）,六安市人民路南侧阳光威尼斯北区18栋18层1806跃,万晓燕,0564-3327596,34150158,安徽财政局/厅,皖财会[2016]1892号,2016-12-06,万晓燕,50.0,普通合伙,万晓燕,0,2,2,8,2,8
34150155,池州实信会计师事务所,池州市贵池区和平路109号,张志杰,0566-2046532-,34150155,安徽省财政厅,财会协[2001]129号,2001-12-18,张志杰,10.0,普通合伙,张志杰,0,2,2,2,2,2
34150059,安徽求实会计师事务所,池州市长江南路商会大厦三楼,施玉,0566-2021927,34150059,安徽省财政厅,财会协字[1999]1155号,1999-11-29,丁成珠,50.0,有限责任,丁成珠,0,5,6,12,6,12
34160003,安徽崇文会计师事务所(普通合伙),涡阳县团结路25号二单元三楼27-40户,周开云,13966530206,34160003,安徽财政局/厅,财会[2010]119号,2010-02-03,周开云,10.0,普通合伙,周开云,0,2,2,3,2,3
34150006,六安元一会计师事务所（普通合伙）,六安市皖西路红街A1区1601室,鲁俊,15605640096,34150006,安徽财政局/厅,财会[2012]1069号,2012-07-03,鲁俊,30.0,普通合伙,鲁俊,0,2,5,17,5,17
34150002,寿县靖淮会计师事务所,安徽省寿县寿春街众兴路通淝小区1100号商铺,陈曙,0554-4038160,34150002,安徽省财政厅,财会[2007]701号,2007-08-06,韩祖祥,10.0,普通合伙,韩祖祥,0,2,2,3,2,3
34140108,安徽中辉会计师事务所,安徽省广德县桃州镇新城区金茂财富公馆01幢2单元901室,胡婷,0563-6976300,34140108,安徽省财政厅,财会协字[99]1275号,1999-12-09,邓立群,50.0,有限责任,邓立群,0,5,12,3,12,3
34150154,安徽正鼎会计师事务所,池州市长江南路688号百大财富广场904-907室,江满红,0566-2022652,34150154,安徽省财政厅,财会协[1999]1354号,1999-12-15,江满红,36.5,有限责任,江满红,0,5,7,3,7,3
34140123,泾县泾川会计师事务所,泾县泾川镇桃花潭东路绿洋花园17幢117号,姚永和,0563-5026773,34140123,安徽省财政厅,财会[2006]1529号,2007-08-01,姚永和,10.0,普通合伙,姚永和,0,2,2,2,2,2
34140122,安徽丰元会计师事务所（普通合伙）,泾县泾川镇种墨园路,刘国丰,13965419972,34140122,安徽省财政厅,财会［2006］894号,2006-08-24,管宗根,30.0,普通合伙,管宗根,0,2,2,5,2,5
34140121,安徽同盛会计师事务所有限公司,宣城市宣州区昭亭路以东、宛陵路以北阳光小区A区美都大厦三楼,田家刚,13705633315,34140121,安徽省财政厅,财会协[2001]81号,2001-08-07,田家刚,50.0,有限责任,田家刚,0,6,9,9,9,9
34140006,安徽智成会计师事务所有限公司,无为县凤河路环宇国际B座501室,方应柳,18056520101,34140006,安徽省财政厅,财会[2010]1100号,2010-08-05,袁则仁,100.0,有限责任,袁则仁,0,5,6,10,6,10
34140028,郎溪公兴会计师事务所,安徽省宣城市郎溪县建平镇新建街中港东路135号,王霞凌,0563-7021367,34140028,安徽省财政厅,财会协字[1999]1017号,1999-11-01,王霞凌,30.0,有限责任,王霞凌,0,5,6,3,6,3
34140007,安徽竟成会计师事务所(普通合伙),含山县环峰镇新区润丰凤凰城四号楼,杜娟,13856562923,34140007,安徽财政局/厅,财会[2010]1440号,2010-09-27,杜娟,50.0,普通合伙,杜娟,0,2,4,8,4,8
34140013,绩溪徽信会计师事务所,安徽省宣城市绩溪县华阳镇望徽路5号,程介鹏,0563-8162265,34140013,安徽省财政厅,财会协字[1999]902号,1999-10-10,程介鹏,50.0,有限责任,程介鹏,0,6,7,13,7,13
34140004,马鞍山滨江会计师事务所（普通合伙）,和县历阳镇环城西路,崔德先,13865242908,34140004,安徽财政局/厅,财会[2008]1685号,2008-12-16,牛和中,10.0,普通合伙,牛和中,0,3,7,14,7,14
34140002,含山楚天会计师事务所,含山县环峰镇华阳东路锦绣花园,贺万春,0555-4314928,34140002,安徽省财政厅,财会[2007]1307,2007-11-30,贺万春,10.0,普通合伙,贺万春,0,2,3,6,3,6
34140005,巢湖广晟会计师事务所,巢湖市人民路9号三楼,陈世祥,0551-82632332,34140005,安徽财政局/厅,财会[2009]1908号,2009-12-23,陈世祥,50.0,普通合伙,陈世祥,0,2,3,16,3,16
35010036,福建鑫玉融会计师事务所有限责任公司,福建省福州市福清市音西街道福清万达广场A1号楼18层1803室,郭娟,0591-85232672,35010036,福建省财政厅,闽财会协(99)195号,1999-12-24,林升善,100.0,有限责任,林升善,0,6,12,38,12,38
34140003,巢湖联邦会计师事务所,巢湖市巢湖中路324号,茆诗玖,0551-82335445,34140003,安徽财政局/厅,财会[2008]1045号,2008-09-26,茆诗玖,5.0,普通合伙,茆诗玖,0,2,5,2,5,2
35010031,福州天信有限责任会计师事务所,福州市古田路9号福胜大厦1幢8层301室,施惠芳,0591-87811935，18900364666,35010031,福建省财政厅,闽财会协(99)262号,1999-12-27,赵建华,30.0,有限责任,赵建华,0,6,12,3,12,3
35010028,福建宏友会计师事务所有限公司,福州市五四路华城国际北楼18层1129室,肖梦茹,0591-87572313,35010028,福建省财政厅,闽财会协(99)286号,1999-12-28,林生木,1000.0,有限责任,林生木,0,5,10,16,10,16
35010026,福州宇辰有限责任会计师事务所,福州市五一中路132号轻工厂房第七层东侧一,陈英,0591-83346336,35010026,福建省财政厅,闽财会协(99)208号,1999-12-24,郭沐珍,30.0,有限责任,郭沐珍,0,5,8,12,8,12
35010033,福建广业会计师事务所有限公司,福州市鼓楼区东街43号新都会财经广场12C5E,林灯塔,0591-87430073,35010033,福建省财政厅,闽财会协(99)307号,1999-12-28,林灯塔,100.0,有限责任,林灯塔,0,5,21,16,21,16
35010032,福建华瑞会计师事务所有限公司,福建省福州市鼓楼区琼福路16号宜发得贵城7座3404单元,余锚,13705075019,35010032,福建省财政厅,闽财会协(99)393号,1999-12-31,张威权,66.0,有限责任,张威权,0,5,10,11,10,11
35010030,福州榕信会计师事务所有限公司,福州福新路278号永盛楼A座201,罗燕霞,0591-87566722,35010030,福建省财政厅,闽财会协(2000)002号,2000-01-05,黄小松,30.0,有限责任,黄小松,0,5,10,7,10,7
35010035,福州闽航会计师事务所有限公司,福建省长乐市河下街汉中楼5号二层(河下街15号),林昱,13705989653,35010035,福建省财政厅,闽财会协(99)272号,1999-12-28,林昱,50.0,有限责任,林昱,0,10,14,20,14,20
35010034,福建众诚有限责任会计师事务所,福州市马尾区君竹路1号-1天马花园五层,连碧玉,0591-83681667，15005926998,35010034,福建省财政厅,闽财会协(99)213号,1999-12-29,程代强,100.0,有限责任,程代强,0,9,10,12,10,12
35010029,福州榕瑞会计师事务所有限责任公司,福州市鼓楼区八一七中路41号新兴大厦1205-2（12层B南2-2）,唐秀玲,0591-83315409，13860662963,35010029,福建省财政厅,闽财会协(99)230号,2011-12-27,林展长,30.0,有限责任,林展长,0,5,6,2,6,2
35010021,福建闽瑞会计师事务所有限责任公司,福州市鼓楼区东水路133号福新苑706,陈燕长,0591-87851440,35010021,福建省财政厅,闽财会协(2000)012号,2000-01-05,陈燕长,30.0,有限责任,陈燕长,0,5,9,14,9,14
35010022,福建安信有限责任会计师事务所,福州市五四路283号天骅大厦838单元,戴志彬,0591-87826704，18050782001,35010022,福建省财政厅,闽财会协(99)330号,1999-12-30,冯宝珍,50.0,有限责任,冯宝珍,0,5,14,43,14,43
35010055,福州兴佳会计师事务所有限公司,福州市台江区宁化街道上浦路南侧富力中心A座10层1003室-1,陈岚,87611793,35010055,福建财政局/厅,闽财会[2008]50号,2008-11-24,林于斌,50.0,有限责任,林于斌,0,5,8,14,8,14
35010023,福建中兴会计师事务所有限公司,福州市湖东路152号中山大厦B座11层,朱绯丹,0591-87872508,35010023,福建省财政厅,闽财会协(2000)020号,2000-02-17,朱闽生,110.0,有限责任,朱闽生,0,5,11,5,11,5
35010025,福建建联会计师事务所有限公司,福州市东街92号中福广场25A,曾玲,0591-87618537,35010025,福建省财政厅,闽财会协(2000)006号,2000-01-05,曾玲,50.0,有限责任,曾玲,0,5,11,16,11,16
35010052,福建正元会计师事务所有限公司,福清市音西街道福人大道融商大厦A栋六层605-1,张文若,15959123899,35010052,福建省财政厅,闽财会[2006]47号,2006-04-26,陈瑞,50.0,有限责任,陈瑞,0,6,14,13,14,13
35010054,福建浩隆会计师事务所有限公司,福州市台江区洋中路299号融信双杭城3号楼2611,陈丽云,18950402703,35010054,福建财政局/厅,闽财会（2008）47号,2008-11-07,陈明德,0.0,有限责任,陈明德,0,5,9,4,9,4
35010053,福建广联会计师事务所有限公司,平潭县潭城镇西航路中段东侧西航住宅新区E区3号,刘蒙蒙,0591-87878563,35010053,福建省财政厅,闽财会[2007]004号,2007-07-16,陈祥斌,100.0,有限责任,陈祥斌,0,5,14,1,14,1
35010051,福建众智成会计师事务所有限责任公司,福州市仓山区闽江大道81号旭辉花园1#楼102单元,黄玉芬,0591-87667793,35010051,福建省财政厅,闽财会（2006）5号,2006-01-25,李孔新,100.0,有限责任,李孔新,0,6,10,12,10,12
35010049,平潭综合实验区大永会计师事务所有限公司,福建省平潭县台商协会五楼,施鸿珠,0591-24333275,35010049,福建省财政厅,闽财会[2005]111号,2005-12-13,丁仁生,200.0,有限责任,丁仁生,0,5,12,16,12,16
35010048,福建钧正会计师事务所有限公司,福州市鼓楼区温泉公园路53号盛世名门1号楼3层01店面,沈钦贵,0591-83351900,35010048,福建省财政厅,闽财会[2005]13号,2005-02-17,沈钦贵,100.0,有限责任,沈钦贵,0,5,9,6,9,6
35010045,福建中信达会计师事务所有限公司,福州市鼓楼区五四路19号国泰大厦13层A区,闵晓菁,0591-28080176,35010045,福建省财政厅,闽财会[2004]42号,2004-06-08,许榕南,100.0,有限责任,许榕南,0,5,14,23,14,23
35010044,福建同人大有会计师事务所有限公司,福州市鼓楼区华林路166号华林星座21层1322室,刘发生,0591-87833952,35010044,福建省财政厅,闽财会[2004]33号,2004-05-09,刘发生,100.0,有限责任,刘发生,0,5,25,14,25,14
35010043,福建中正恒瑞会计师事务所有限公司,福州市鼓楼区五四路210号国际大厦6楼A区,郑梅,0591-87113401,35010043,福建省财政厅,闽财会[2004]5号,2004-01-18,肖作宾,100.0,有限责任,肖作宾,0,4,18,8,18,8
35010042,福建省广拓会计师事务所有限责任公司,福州市鼓楼区五四路19号国泰大厦14层B区,陈莉,0591-38119869,35010042,福建省财政厅,闽财会[2003]95号,2003-12-30,罗贱生,200.0,有限责任,罗贱生,0,5,20,20,20,20
35010046,福建中诚信德会计师事务所有限公司,福州市晋安区东二环泰禾广场8号楼720室,毛道艳,0591-87821803,35010046,福建省财政厅,闽财会[2004]71号,2004-09-22,毛道艳,1000.0,有限责任,毛道艳,0,5,9,5,9,5
35010072,福州市鼓楼区彬圣会计师事务所(普通合伙),南宁市兴宁区望州南路90号时代茗城5号楼3001号房,韦小菊,0771-2862658,35010072,广西财政局/厅,桂财法函[2016]35号,2019-07-21,韦小菊,50.0,普通合伙,韦小菊,0,0,4,0,4,0
35010041,福建华强会计师事务所有限责任公司,福州市湖东路150号中山大厦c幢1303室,徐强,0591-87925506,35010041,福建省财政厅,闽财会[2003]86号,2003-11-17,徐强,100.0,有限责任,徐强,0,5,8,22,8,22
35010039,福云会计师事务所,福州市六一中路102号,毛杏玲,0591-88085959，13850179389,35010039,福建省财政厅,外经贸闽字(96)K0004号,1996-07-01,欧永华,166.0,有限责任,欧永华,0,5,25,35,25,35
